Acronym,Name,Download_Link
CASE-BASE-ONTO,Case-base ontology for gastric dystemperament in Persian medicine,https://data.bioontology.org/ontologies/CASE-BASE-ONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONL-MSA,Mental State Assessment,https://data.bioontology.org/ontologies/ONL-MSA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
XREF-FUNDER-REG,CrossRef Funder Registry,https://data.bioontology.org/ontologies/XREF-FUNDER-REG/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DIKB,Drug Interaction Knowledge Base Ontology,https://data.bioontology.org/ontologies/DIKB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HSAPDV,Human Developmental Stages Ontology,https://data.bioontology.org/ontologies/HSAPDV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EBP,EmpowerBP,https://data.bioontology.org/ontologies/EBP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MFOMD,MFO Mental Disease Ontology,https://data.bioontology.org/ontologies/MFOMD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OHD,The Oral Health and Disease Ontology,https://data.bioontology.org/ontologies/OHD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EPO,Early Pregnancy Ontology,https://data.bioontology.org/ontologies/EPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ZFS,Zebrafish Developmental Stages,https://data.bioontology.org/ontologies/ZFS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GFO,General Formal Ontology,https://data.bioontology.org/ontologies/GFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SLEEP,SLEEP ontology,https://data.bioontology.org/ontologies/SLEEP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HENEGEO,Head and Neck Cancer - Clinical and Gene Ontology,https://data.bioontology.org/ontologies/HENEGEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
UHC-METADATA,UHC Metadata,https://data.bioontology.org/ontologies/UHC-METADATA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FENICS,Functional Electrophysiology Nomenclature for Ion Channels,https://data.bioontology.org/ontologies/FENICS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VODANA-MI,VODANA-MIGRANTS-INTERVIEWS,https://data.bioontology.org/ontologies/VODANA-MI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ECTO,"Environmental conditions, treatments and exposures ontology",https://data.bioontology.org/ontologies/ECTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MAMO,Mathematical Modelling Ontology,https://data.bioontology.org/ontologies/MAMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CRISP,Computer Retrieval of Information on Scientific Projects Thesaurus,https://data.bioontology.org/ontologies/CRISP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DUO,The Data Use Ontology,https://data.bioontology.org/ontologies/DUO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DMDSONT,Diabetes Mellitus Diagnosis and Support Ontology ,https://data.bioontology.org/ontologies/DMDSONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CHR,Monochrom,https://data.bioontology.org/ontologies/CHR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CHRO,Chromatin Regulator Ontology,https://data.bioontology.org/ontologies/CHRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COMO,Context and Measurement Ontology,https://data.bioontology.org/ontologies/COMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MCO4HKE,Multiplex Classification Ontology for the HyperKvasir Experiment,https://data.bioontology.org/ontologies/MCO4HKE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COPDO,COPD Ontology,https://data.bioontology.org/ontologies/COPDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
XCO,Experimental Conditions Ontology,https://data.bioontology.org/ontologies/XCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COGAT,Cognitive Atlas Ontology,https://data.bioontology.org/ontologies/COGAT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HIVO004,HIVOntologymain.owl,https://data.bioontology.org/ontologies/HIVO004/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MCO,Microbial Conditions Ontology,https://data.bioontology.org/ontologies/MCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PBO,Plant Breeding Ontology,https://data.bioontology.org/ontologies/PBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HGNC,HUGO Gene Nomenclature,https://data.bioontology.org/ontologies/HGNC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PDRO,The Prescription of Drugs Ontology,https://data.bioontology.org/ontologies/PDRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NPO,NanoParticle Ontology,https://data.bioontology.org/ontologies/NPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CCONT,Cell Culture Ontology,https://data.bioontology.org/ontologies/CCONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VODAN_ANC,VODAN ANC Vocabulary ,https://data.bioontology.org/ontologies/VODAN_ANC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ENVO,Environment Ontology,https://data.bioontology.org/ontologies/ENVO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
G-PROV,Guideline Provenance,https://data.bioontology.org/ontologies/G-PROV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BTO_ONTOLOGY,Brain Tumour Ontology,https://data.bioontology.org/ontologies/BTO_ONTOLOGY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MCCL,Cell Line Ontology [by Mahadevan],https://data.bioontology.org/ontologies/MCCL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MCCV,Microbial Culture Collection Vocabulary,https://data.bioontology.org/ontologies/MCCV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BLLM,Large Language Model Ontology,https://data.bioontology.org/ontologies/BLLM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DRPSNPTO,Dementia-Related Psychotic Symptoms Non-Pharmacological Treatment Ontology,https://data.bioontology.org/ontologies/DRPSNPTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GOLDTERMS,GOLD Ecosystem Classification,https://data.bioontology.org/ontologies/GOLDTERMS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PIERO,Enzyme Reaction Ontology for annotating Partial Information of chemical transformation,https://data.bioontology.org/ontologies/PIERO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FCC1,Fernald Community Cohort N,https://data.bioontology.org/ontologies/FCC1/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FO,Fern Ontology,https://data.bioontology.org/ontologies/FO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FG,FAIR Genomes,https://data.bioontology.org/ontologies/FG/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CU-VO,Venom Ontology,https://data.bioontology.org/ontologies/CU-VO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SATO,SATO (IDEAS expAnded wiTh BCIO): workflow for designers of patient-centered mobile health behaviour change intervention applications,https://data.bioontology.org/ontologies/SATO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OREX-SAM,OSIRIS-REx sample type,https://data.bioontology.org/ontologies/OREX-SAM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
WHO-ART,World Health Organization (WHO) Adverse Reaction Terminology,https://data.bioontology.org/ontologies/WHO-ART/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
WB-LS,C. elegans Development Vocabulary,https://data.bioontology.org/ontologies/WB-LS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SCIO,Spinal Cord Injury Ontology,https://data.bioontology.org/ontologies/SCIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ADMF,alzhaimer dessiese main factors,https://data.bioontology.org/ontologies/ADMF/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ADMO,Alzheimer Disease Map Ontology,https://data.bioontology.org/ontologies/ADMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RNRMU,RNRMU,https://data.bioontology.org/ontologies/RNRMU/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EDEM-CONNECTONTO,eDEM-Connect: Ontology of Dementia-related Agitation and Relationship between Informal Caregivers and Persons with Dementia,https://data.bioontology.org/ontologies/EDEM-CONNECTONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CO,Crop Ontology,https://data.bioontology.org/ontologies/CO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CS,Coping Strategies for Adverse Drug Events Ontology,https://data.bioontology.org/ontologies/CS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CN,computer network,https://data.bioontology.org/ontologies/CN/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CL,Cell Ontology,https://data.bioontology.org/ontologies/CL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GFF-M4M,GO FAIR M4M,https://data.bioontology.org/ontologies/GFF-M4M/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PDQ,Physician Data Query,https://data.bioontology.org/ontologies/PDQ/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CDNO,Compositional Dietary Nutrition Ontology,https://data.bioontology.org/ontologies/CDNO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PDO_CAS,Plant Diversity Ontology,https://data.bioontology.org/ontologies/PDO_CAS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ZEA,Maize Gross Anatomy Ontology,https://data.bioontology.org/ontologies/ZEA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EMO,Enzyme Mechanism Ontology,https://data.bioontology.org/ontologies/EMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CDAO,Comparative Data Analysis Ontology,https://data.bioontology.org/ontologies/CDAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TXPO,Toxic Process Ontology,https://data.bioontology.org/ontologies/TXPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
QUDT2-1,"Quantities, Units, Dimensions and Types (QUDT Version 2.1)",https://data.bioontology.org/ontologies/QUDT2-1/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ACGT-MO,Cancer Research and Management ACGT Master Ontology,https://data.bioontology.org/ontologies/ACGT-MO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
KISAO,Kinetic Simulation Algorithm Ontology,https://data.bioontology.org/ontologies/KISAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RPO,Resource of Asian Primary Immunodeficiency Diseases (RAPID) Phenotype Ontology,https://data.bioontology.org/ontologies/RPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SYRIAN-CINEMA,Syrian Cinema,https://data.bioontology.org/ontologies/SYRIAN-CINEMA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PTS,Pathway Terminology System,https://data.bioontology.org/ontologies/PTS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EXMO,Exercise Medicine Ontology,https://data.bioontology.org/ontologies/EXMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MEDLINEPLUS,MedlinePlus Health Topics,https://data.bioontology.org/ontologies/MEDLINEPLUS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LICO,Liver Case Ontology (LiCO),https://data.bioontology.org/ontologies/LICO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MAT,Minimal Anatomical Terminology,https://data.bioontology.org/ontologies/MAT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MATR,Material,https://data.bioontology.org/ontologies/MATR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MINI-FAST-1,mini fast test,https://data.bioontology.org/ontologies/MINI-FAST-1/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NEUMORE,Neural Motor Recovery Ontology,https://data.bioontology.org/ontologies/NEUMORE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FAO,Fungal Gross Anatomy Ontology,https://data.bioontology.org/ontologies/FAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PANET,PaN Experimental technique,https://data.bioontology.org/ontologies/PANET/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ENVS_VARIABLES,ENVS variables,https://data.bioontology.org/ontologies/ENVS_VARIABLES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SNOMEDCT,SNOMED CT,https://data.bioontology.org/ontologies/SNOMEDCT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HTO,Horridge Test Ontology,https://data.bioontology.org/ontologies/HTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FIT_BIT,Fitbit Vocabularies ,https://data.bioontology.org/ontologies/FIT_BIT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICW,International Classification of Wellness,https://data.bioontology.org/ontologies/ICW/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OGCO,OriGinal Chemical Ontology,https://data.bioontology.org/ontologies/OGCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OCIMIDO,Ocular Immune-Mediated Inflammatory Diseases Ontology,https://data.bioontology.org/ontologies/OCIMIDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INSNAME,VODANAINSNAMES,https://data.bioontology.org/ontologies/INSNAME/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTOREPLICOV,OntoRepliCov,https://data.bioontology.org/ontologies/ONTOREPLICOV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NIDM-RESULTS,NIDM-Results,https://data.bioontology.org/ontologies/NIDM-RESULTS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HIVCRS,HIVCompoundRels,https://data.bioontology.org/ontologies/HIVCRS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DLORO,Dependency Layered Ontology for Radiation Oncology,https://data.bioontology.org/ontologies/DLORO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GFFO,Genetic Feature Format Ontology,https://data.bioontology.org/ontologies/GFFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SPD,Spider Anatomy Ontology,https://data.bioontology.org/ontologies/SPD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NRO,NeuralReprogrammingOntology,https://data.bioontology.org/ontologies/NRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RH-MESH,Robert Hoehndorf Version of MeSH,https://data.bioontology.org/ontologies/RH-MESH/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OBOE-SBC,Santa Barbara Coastal Observation Ontology,https://data.bioontology.org/ontologies/OBOE-SBC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
XPO,Xenopus Phenotype Ontology,https://data.bioontology.org/ontologies/XPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICD9CM,"International Classification of Diseases, Version 9 - Clinical Modification",https://data.bioontology.org/ontologies/ICD9CM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INTVMODE,Interview Mode,https://data.bioontology.org/ontologies/INTVMODE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COHSI2STUDY,cohsi2study,https://data.bioontology.org/ontologies/COHSI2STUDY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FAST-CHRONO,FAST (Faceted Access of Subject Terminology) Chronological Facet,https://data.bioontology.org/ontologies/FAST-CHRONO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IBIO,IndianBiodiversity,https://data.bioontology.org/ontologies/IBIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ADHER_INTCARE_SP,Adherence and Integrated Care in Spanish,https://data.bioontology.org/ontologies/ADHER_INTCARE_SP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EDDA,EDDA Study Designs Taxonomy,https://data.bioontology.org/ontologies/EDDA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CPT,CPT - Current Procedural Terminology,https://data.bioontology.org/ontologies/CPT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PATGV,Placental Genetic Variance,https://data.bioontology.org/ontologies/PATGV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ENM,eNanoMapper,https://data.bioontology.org/ontologies/ENM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DDPHENO,Dictyostelium Discoideum Phenotype Ontology,https://data.bioontology.org/ontologies/DDPHENO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ESO_C,Epilepsy Semiology Ontology,https://data.bioontology.org/ontologies/ESO_C/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BRO,Biomedical Resource Ontology,https://data.bioontology.org/ontologies/BRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HNS,HNS_Ontolgoy,https://data.bioontology.org/ontologies/HNS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MIXS,Minimal Information about any Sequence Ontology,https://data.bioontology.org/ontologies/MIXS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ATC,Anatomical Therapeutic Chemical Classification,https://data.bioontology.org/ontologies/ATC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MOOCCUADO,Molgula occulta Anatomy and Development Ontology,https://data.bioontology.org/ontologies/MOOCCUADO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FISH-AST,FISH Archaeological Sciences Thesaurus,https://data.bioontology.org/ontologies/FISH-AST/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MPO,Microbial Phenotype Ontology,https://data.bioontology.org/ontologies/MPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CSEO,Cigarette Smoke Exposure Ontology,https://data.bioontology.org/ontologies/CSEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BP-METADATA,BioPortal Metadata Ontology,https://data.bioontology.org/ontologies/BP-METADATA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CLAO,Collembola Anatomy Ontology,https://data.bioontology.org/ontologies/CLAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OBS,OntoBioStat,https://data.bioontology.org/ontologies/OBS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ITO,Intelligence Task Ontology,https://data.bioontology.org/ontologies/ITO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HPO,Hypertension-Ontology,https://data.bioontology.org/ontologies/HPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GEOSPECIES,GeoSpecies Ontology,https://data.bioontology.org/ontologies/GEOSPECIES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LEO,Living Environment Ontology,https://data.bioontology.org/ontologies/LEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TGMA,Mosquito Gross Anatomy Ontology,https://data.bioontology.org/ontologies/TGMA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICD10PCS,"International Classification of Diseases, Version 10 - Procedure Coding System",https://data.bioontology.org/ontologies/ICD10PCS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ADALAB,AdaLab ontology,https://data.bioontology.org/ontologies/ADALAB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OGG-MM,Ontology of Genes and Genomes - Mouse,https://data.bioontology.org/ontologies/OGG-MM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MEPO,Mapping of Epilepsy Ontologies,https://data.bioontology.org/ontologies/MEPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ARCRC,Arctic Report Card,https://data.bioontology.org/ontologies/ARCRC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONS,Ontology for Nutritional Studies,https://data.bioontology.org/ontologies/ONS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CSSO,Clinical Signs and Symptoms Ontology,https://data.bioontology.org/ontologies/CSSO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
APADISORDERS,Disorders cluster,https://data.bioontology.org/ontologies/APADISORDERS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SWEET,Semantic Web for Earth and Environment Technology Ontology,https://data.bioontology.org/ontologies/SWEET/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EO1,Example Ontology,https://data.bioontology.org/ontologies/EO1/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VIDO,Virus Infectious Disease Ontology,https://data.bioontology.org/ontologies/VIDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SATUSEHATTHESIS,SatuSehatThesis,https://data.bioontology.org/ontologies/SATUSEHATTHESIS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MWLA,Medical Web Lifestyle Aggregator,https://data.bioontology.org/ontologies/MWLA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FGNHNS,FoodGroupNHNS,https://data.bioontology.org/ontologies/FGNHNS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
M,May,https://data.bioontology.org/ontologies/M/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MM,mm,https://data.bioontology.org/ontologies/MM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MF,Mental Functioning Ontology,https://data.bioontology.org/ontologies/MF/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MI,Molecular Interactions,https://data.bioontology.org/ontologies/MI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MA,Mouse Adult Gross Anatomy Ontology,https://data.bioontology.org/ontologies/MA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MP,Mammalian Phenotype Ontology,https://data.bioontology.org/ontologies/MP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MS,Mass Spectrometry Ontology,https://data.bioontology.org/ontologies/MS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MO,Microarray and Gene Expression Data Ontology,https://data.bioontology.org/ontologies/MO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PMO,Performed Music Ontology,https://data.bioontology.org/ontologies/PMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONE,Ontology for Nutritional Epidemiology,https://data.bioontology.org/ontologies/ONE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BIOLINK,Biolink Model,https://data.bioontology.org/ontologies/BIOLINK/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FTC,Functional Therapeutic Chemical Classification System,https://data.bioontology.org/ontologies/FTC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IFAR,Fanconi Anemia Ontology,https://data.bioontology.org/ontologies/IFAR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONL-DP,Dataset processing,https://data.bioontology.org/ontologies/ONL-DP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CPRO,Computer-Based Patient Record Ontology,https://data.bioontology.org/ontologies/CPRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ALTPROTON,An Ontology for integration and interoperability of multi-aspect data of Protein food production chains,https://data.bioontology.org/ontologies/ALTPROTON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INBIO,Invasion Biology Ontology,https://data.bioontology.org/ontologies/INBIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IK,Irabi kassim,https://data.bioontology.org/ontologies/IK/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
WB-BT,C. elegans Gross Anatomy Vocabulary,https://data.bioontology.org/ontologies/WB-BT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VODANAUGANDA,VODANAUGANDA,https://data.bioontology.org/ontologies/VODANAUGANDA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PCAO,Prostate Cancer Ontology,https://data.bioontology.org/ontologies/PCAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TEDDY,Terminology for the Description of Dynamics,https://data.bioontology.org/ontologies/TEDDY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GO,Gene Ontology,https://data.bioontology.org/ontologies/GO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GB,GlycanBind,https://data.bioontology.org/ontologies/GB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FLU,Influenza Ontology,https://data.bioontology.org/ontologies/FLU/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FALL,MyOntoServiceFull_FallDetection,https://data.bioontology.org/ontologies/FALL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DIDEO,Drug Interaction and Evidence Ontology,https://data.bioontology.org/ontologies/DIDEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HED,Hierarchical Event Descriptors,https://data.bioontology.org/ontologies/HED/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HL7,"Health Level Seven Reference Implementation Model, Version 3",https://data.bioontology.org/ontologies/HL7/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
REGN_GO,REGN_GO,https://data.bioontology.org/ontologies/REGN_GO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCLION,Breast Cancer Lifestyle Ontology,https://data.bioontology.org/ontologies/BCLION/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NCIT,National Cancer Institute Thesaurus,https://data.bioontology.org/ontologies/NCIT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SIMM,In Silico Methodologies Ontology for MAATrica metric,https://data.bioontology.org/ontologies/SIMM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
