title,id,keywords,description,url,sub classification,owl link,License URL,Record Count,,,,,,,,url
Ontology for SARS-CoV-2  lineages and mutations,SARSMUTONTO,,,https://bioportal.bioontology.org/ontologies/SARSMUTONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SARSMUTONTO
Electronic Care Plan,ECP,,,https://bioportal.bioontology.org/ontologies/ECP,,,,,,,,,,,,https://data.bioontology.org/ontologies/ECP
Common Anatomy Reference Ontology,CARO,,,https://bioportal.bioontology.org/ontologies/CARO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CARO
Breast cancer screening recommendation ontology,BCSR-ONTO,,,https://bioportal.bioontology.org/ontologies/BCSR-ONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCSR-ONTO
Livestock Product Trait Ontology,LPT,,,https://bioportal.bioontology.org/ontologies/LPT,,,,,,,,,,,,https://data.bioontology.org/ontologies/LPT
Schema.org core and all extension vocabularies,SCHEMA,,,https://bioportal.bioontology.org/ontologies/SCHEMA,,,,,,,,,,,,https://data.bioontology.org/ontologies/SCHEMA
Ontology for Representing CDM Semantics,ORCS,,,https://bioportal.bioontology.org/ontologies/ORCS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ORCS
Generative AI Ontology,GENAI,,,https://bioportal.bioontology.org/ontologies/GENAI,,,,,,,,,,,,https://data.bioontology.org/ontologies/GENAI
Neuro Behavior Ontology,NBO,,,https://bioportal.bioontology.org/ontologies/NBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NBO
PharmGKB Ontology,PHARMGKB,,,https://bioportal.bioontology.org/ontologies/PHARMGKB,,,,,,,,,,,,https://data.bioontology.org/ontologies/PHARMGKB
Generic Dataset Metadata Template Vocabulary,GDMT,,,https://bioportal.bioontology.org/ontologies/GDMT,,,,,,,,,,,,https://data.bioontology.org/ontologies/GDMT
Spatial Ontology,BSPO,,,https://bioportal.bioontology.org/ontologies/BSPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BSPO
Ontology for Modeling and Representation of Social Entities,OMRSE,,,https://bioportal.bioontology.org/ontologies/OMRSE,,,,,,,,,,,,https://data.bioontology.org/ontologies/OMRSE
Bleeding History Phenotype Ontology,BHO,,,https://bioportal.bioontology.org/ontologies/BHO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BHO
Chinese Diabetes Mellitus Ontology,CDO,,,https://bioportal.bioontology.org/ontologies/CDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CDO
Commercial determinant of Health Ontology,CDOH,,,https://bioportal.bioontology.org/ontologies/CDOH,,,,,,,,,,,,https://data.bioontology.org/ontologies/CDOH
Association pour le Développement de l'Informatique en Cytologie et Anatomie Pathologique,ADICAP,,,https://bioportal.bioontology.org/ontologies/ADICAP,,,,,,,,,,,,https://data.bioontology.org/ontologies/ADICAP
cohsi2termsweekx,COHSI2TERMSWEEKX,,,https://bioportal.bioontology.org/ontologies/COHSI2TERMSWEEKX,,,,,,,,,,,,https://data.bioontology.org/ontologies/COHSI2TERMSWEEKX
Medical Action Ontology,MAXO,,,https://bioportal.bioontology.org/ontologies/MAXO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MAXO
Clusters of Orthologous Groups (COG) Analysis Ontology,CAO,,,https://bioportal.bioontology.org/ontologies/CAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CAO
Diabetes Mellitus Treatment Ontology,DMTO,,,https://bioportal.bioontology.org/ontologies/DMTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DMTO
Traditional Medicine Meridian Value Sets,TM-MER,,,https://bioportal.bioontology.org/ontologies/TM-MER,,,,,,,,,,,,https://data.bioontology.org/ontologies/TM-MER
Mammography Screening Ontology,MAMO-SCR-ONTO,,,https://bioportal.bioontology.org/ontologies/MAMO-SCR-ONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MAMO-SCR-ONTO
OBO Metadata Ontology,OMO,,,https://bioportal.bioontology.org/ontologies/OMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/OMO
Units Ontology,UNITSONT,,,https://bioportal.bioontology.org/ontologies/UNITSONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/UNITSONT
LinkML Common Metadata Elements and Terms,COMET,,,https://bioportal.bioontology.org/ontologies/COMET,,,,,,,,,,,,https://data.bioontology.org/ontologies/COMET
Biological and Environmental Research Ontology,BERO,,,https://bioportal.bioontology.org/ontologies/BERO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BERO
Dental Restorative Material Ontology,DRMO,,,https://bioportal.bioontology.org/ontologies/DRMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DRMO
Assaynode,ASSAYNODE,,,https://bioportal.bioontology.org/ontologies/ASSAYNODE,,,,,,,,,,,,https://data.bioontology.org/ontologies/ASSAYNODE
Unoffical NeIC Organisation Vocabulary,NEIC-ONTO,,,https://bioportal.bioontology.org/ontologies/NEIC-ONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NEIC-ONTO
Nursing Interventions Classification,NIC,,,https://bioportal.bioontology.org/ontologies/NIC,,,,,,,,,,,,https://data.bioontology.org/ontologies/NIC
Experimental Factor Ontology,EFO,,,https://bioportal.bioontology.org/ontologies/EFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/EFO
Continuity of care,CONTSONTO,,,https://bioportal.bioontology.org/ontologies/CONTSONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CONTSONTO
MomCareVocabulary,MOMCARE,,,https://bioportal.bioontology.org/ontologies/MOMCARE,,,,,,,,,,,,https://data.bioontology.org/ontologies/MOMCARE
Human Interaction Network Ontology,HINO,,,https://bioportal.bioontology.org/ontologies/HINO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HINO
Prompt Engineering Ontology,PEO_ONTOLOGY,,,https://bioportal.bioontology.org/ontologies/PEO_ONTOLOGY,,,,,,,,,,,,https://data.bioontology.org/ontologies/PEO_ONTOLOGY
Provisional Cell Ontology,PCL,,,https://bioportal.bioontology.org/ontologies/PCL,,,,,,,,,,,,https://data.bioontology.org/ontologies/PCL
Ontology of Organizational Structures of Trauma centers and Trauma systems,OOSTT,,,https://bioportal.bioontology.org/ontologies/OOSTT,,,,,,,,,,,,https://data.bioontology.org/ontologies/OOSTT
ISO 19115 Reference Systems,ISO19115SRS,,,https://bioportal.bioontology.org/ontologies/ISO19115SRS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19115SRS
ISO 19115 Topic Categories,ISO19115TCC,,,https://bioportal.bioontology.org/ontologies/ISO19115TCC,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19115TCC
M4M.21 FAIRWare Variables,M4M-21-VARIABLES,,,https://bioportal.bioontology.org/ontologies/M4M-21-VARIABLES,,,,,,,,,,,,https://data.bioontology.org/ontologies/M4M-21-VARIABLES
The FoodOn Food Ontology,FOODON,,,https://bioportal.bioontology.org/ontologies/FOODON,,,,,,,,,,,,https://data.bioontology.org/ontologies/FOODON
Physiologically Based Pharmacokinetic ontology,PBPKO,,,https://bioportal.bioontology.org/ontologies/PBPKO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PBPKO
Taxonomy for Rehabilitation of Knee Conditions,TRAK,,,https://bioportal.bioontology.org/ontologies/TRAK,,,,,,,,,,,,https://data.bioontology.org/ontologies/TRAK
kenyaancfile,KENYAANC,,,https://bioportal.bioontology.org/ontologies/KENYAANC,,,,,,,,,,,,https://data.bioontology.org/ontologies/KENYAANC
An Ontology for Indian Biodiversity Knowledge Management,INBIODIV,,,https://bioportal.bioontology.org/ontologies/INBIODIV,,,,,,,,,,,,https://data.bioontology.org/ontologies/INBIODIV
Foundational Model of Anatomy,FMA,,,https://bioportal.bioontology.org/ontologies/FMA,,,,,,,,,,,,https://data.bioontology.org/ontologies/FMA
Upper-Level Cancer Ontology ,CANONT,,,https://bioportal.bioontology.org/ontologies/CANONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/CANONT
DCAT3,DCAT3,,,https://bioportal.bioontology.org/ontologies/DCAT3,,,,,,,,,,,,https://data.bioontology.org/ontologies/DCAT3
Beta Cell Genomics Ontology,OBI_BCGO,,,https://bioportal.bioontology.org/ontologies/OBI_BCGO,,,,,,,,,,,,https://data.bioontology.org/ontologies/OBI_BCGO
M4M.21 FAIRWare Subjects,M4M-21-SUBJECTS,,,https://bioportal.bioontology.org/ontologies/M4M-21-SUBJECTS,,,,,,,,,,,,https://data.bioontology.org/ontologies/M4M-21-SUBJECTS
Hearing Impairment Ontology,HIO,,,https://bioportal.bioontology.org/ontologies/HIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HIO
Optimization Algorithm Benchmarking Ontology,OPTION-ONTOLOGY,,,https://bioportal.bioontology.org/ontologies/OPTION-ONTOLOGY,,,,,,,,,,,,https://data.bioontology.org/ontologies/OPTION-ONTOLOGY
Medaka Fish Anatomy and Development Ontology,MFO,,,https://bioportal.bioontology.org/ontologies/MFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MFO
Platynereis Developmental Stages,PDUMDV,,,https://bioportal.bioontology.org/ontologies/PDUMDV,,,,,,,,,,,,https://data.bioontology.org/ontologies/PDUMDV
Vaccineresearchdata,VRD,,,https://bioportal.bioontology.org/ontologies/VRD,,,,,,,,,,,,https://data.bioontology.org/ontologies/VRD
Breast Cancer Staging - 8th Edition,BCS8,,,https://bioportal.bioontology.org/ontologies/BCS8,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCS8
Breast Cancer Staging - 7th Edition,BCS7,,,https://bioportal.bioontology.org/ontologies/BCS7,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCS7
VIVO-Integrated Semantic Framework,VIVO-ISF,,,https://bioportal.bioontology.org/ontologies/VIVO-ISF,,,,,,,,,,,,https://data.bioontology.org/ontologies/VIVO-ISF
"ASPECT: wind energy vAriableS, ParametErs and ConsTants",ASPECT,,,https://bioportal.bioontology.org/ontologies/ASPECT,,,,,,,,,,,,https://data.bioontology.org/ontologies/ASPECT
"Estados, Municipios, Bairros e Regiões do Brasil",BRAZI,,,https://bioportal.bioontology.org/ontologies/BRAZI,,,,,,,,,,,,https://data.bioontology.org/ontologies/BRAZI
Brain-Computer Interaction (BCI) Ontology,BCI-O,,,https://bioportal.bioontology.org/ontologies/BCI-O,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCI-O
International Classification of Primary Care - 2 PLUS,ICPC2P,,,https://bioportal.bioontology.org/ontologies/ICPC2P,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICPC2P
Data Science Education Ontology,DSEO,,,https://bioportal.bioontology.org/ontologies/DSEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DSEO
Histological Ontology,HO,,,https://bioportal.bioontology.org/ontologies/HO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HO
wsm,HW,,,https://bioportal.bioontology.org/ontologies/HW,,,,,,,,,,,,https://data.bioontology.org/ontologies/HW
Human Phenotype Ontology,HP,,,https://bioportal.bioontology.org/ontologies/HP,,,,,,,,,,,,https://data.bioontology.org/ontologies/HP
Habronattus Courtship Ontology,HC,,,https://bioportal.bioontology.org/ontologies/HC,,,,,,,,,,,,https://data.bioontology.org/ontologies/HC
Neuroscience Information Framework (NIF) Dysfunction Ontlogy,NIFDYS,,,https://bioportal.bioontology.org/ontologies/NIFDYS,,,,,,,,,,,,https://data.bioontology.org/ontologies/NIFDYS
OpenCareOntology ,OCO,,,https://bioportal.bioontology.org/ontologies/OCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/OCO
Educational Cluster,APAEDUCLUSTER,,,https://bioportal.bioontology.org/ontologies/APAEDUCLUSTER,,,,,,,,,,,,https://data.bioontology.org/ontologies/APAEDUCLUSTER
Project ontology,PROJ,,,https://bioportal.bioontology.org/ontologies/PROJ,,,,,,,,,,,,https://data.bioontology.org/ontologies/PROJ
Human Ancestry Ontology,HANCESTRO,,,https://bioportal.bioontology.org/ontologies/HANCESTRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HANCESTRO
ارتباطات,ZAHRAHADDAD,,,https://bioportal.bioontology.org/ontologies/ZAHRAHADDAD,,,,,,,,,,,,https://data.bioontology.org/ontologies/ZAHRAHADDAD
Health Surveillance Ontology,HSO,,,https://bioportal.bioontology.org/ontologies/HSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HSO
"Quantities, Units, Dimensions and Types (QUDT) Schema - Version 2.0",QUDT2,,,https://bioportal.bioontology.org/ontologies/QUDT2,,,,,,,,,,,,https://data.bioontology.org/ontologies/QUDT2
GoMapMan,GMM,,,https://bioportal.bioontology.org/ontologies/GMM,,,,,,,,,,,,https://data.bioontology.org/ontologies/GMM
MWS-WSM Syrian Cinema Ontology,MY_SYRIANCINEMA,,,https://bioportal.bioontology.org/ontologies/MY_SYRIANCINEMA,,,,,,,,,,,,https://data.bioontology.org/ontologies/MY_SYRIANCINEMA
REPRODUCE-ME,REPRODUCE-ME,,,https://bioportal.bioontology.org/ontologies/REPRODUCE-ME,,,,,,,,,,,,https://data.bioontology.org/ontologies/REPRODUCE-ME
Dublin Core Collection Description Frequency Vocabulary,DCCDFV,,,https://bioportal.bioontology.org/ontologies/DCCDFV,,,,,,,,,,,,https://data.bioontology.org/ontologies/DCCDFV
Precision Medicine Ontology,PREMEDONTO,,,https://bioportal.bioontology.org/ontologies/PREMEDONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PREMEDONTO
Non-Randomized Controlled Trials Ontology,NONRCTO,,,https://bioportal.bioontology.org/ontologies/NONRCTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NONRCTO
The Ontology of Information System on Mortality,ONTOSIM,,,https://bioportal.bioontology.org/ontologies/ONTOSIM,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOSIM
ZonMW COVID-19,ZONMW-CONTENT,,,https://bioportal.bioontology.org/ontologies/ZONMW-CONTENT,,,,,,,,,,,,https://data.bioontology.org/ontologies/ZONMW-CONTENT
APA Treatment Cluster,APATREATMENT,,,https://bioportal.bioontology.org/ontologies/APATREATMENT,,,,,,,,,,,,https://data.bioontology.org/ontologies/APATREATMENT
Melanoma Ontology,MELO,,,https://bioportal.bioontology.org/ontologies/MELO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MELO
Chemical Information Ontology,CHEMINF,,,https://bioportal.bioontology.org/ontologies/CHEMINF,,,,,,,,,,,,https://data.bioontology.org/ontologies/CHEMINF
National Drug File - Reference Terminology,NDFRT,,,https://bioportal.bioontology.org/ontologies/NDFRT,,,,,,,,,,,,https://data.bioontology.org/ontologies/NDFRT
GlycoConjugate Ontology,GLYCOCOO,,,https://bioportal.bioontology.org/ontologies/GLYCOCOO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GLYCOCOO
M4M19 Subjects,M4M19-SUBS,,,https://bioportal.bioontology.org/ontologies/M4M19-SUBS,,,,,,,,,,,,https://data.bioontology.org/ontologies/M4M19-SUBS
International Society for the Study of Vascular Anomalies (ISSVA) Ontology,ISSVA,,,https://bioportal.bioontology.org/ontologies/ISSVA,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISSVA
Phallusia fumigata Anatomy and Development Ontology,PHFUMIADO,,,https://bioportal.bioontology.org/ontologies/PHFUMIADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PHFUMIADO
Loggerhead Nesting Ontology,LHN,,,https://bioportal.bioontology.org/ontologies/LHN,,,,,,,,,,,,https://data.bioontology.org/ontologies/LHN
Archana Patel,PATEL,,,https://bioportal.bioontology.org/ontologies/PATEL,,,,,,,,,,,,https://data.bioontology.org/ontologies/PATEL
Evidence Graph Ontology,EVI,,,https://bioportal.bioontology.org/ontologies/EVI,,,,,,,,,,,,https://data.bioontology.org/ontologies/EVI
Ontology of Core Data Mining Entities,ONTODM-CORE,,,https://bioportal.bioontology.org/ontologies/ONTODM-CORE,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTODM-CORE
DSIP8REFUGEE,DSIP8,,,https://bioportal.bioontology.org/ontologies/DSIP8,,,,,,,,,,,,https://data.bioontology.org/ontologies/DSIP8
Control de Cacao,AGROMOP,,,https://bioportal.bioontology.org/ontologies/AGROMOP,,,,,,,,,,,,https://data.bioontology.org/ontologies/AGROMOP
Regulation of Transcription Ontology,RETO,,,https://bioportal.bioontology.org/ontologies/RETO,,,,,,,,,,,,https://data.bioontology.org/ontologies/RETO
Syrian Cinema Ontology - ahmad - F23,SCO_F23,,,https://bioportal.bioontology.org/ontologies/SCO_F23,,,,,,,,,,,,https://data.bioontology.org/ontologies/SCO_F23
Medical Subject Headings,MESH,,,https://bioportal.bioontology.org/ontologies/MESH,,,,,,,,,,,,https://data.bioontology.org/ontologies/MESH
Integrative and Conjugative Element Ontology,ICEO,,,https://bioportal.bioontology.org/ontologies/ICEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICEO
ROCK-N-ROLL-TEST,ROCKNROLLTEST,,,https://bioportal.bioontology.org/ontologies/ROCKNROLLTEST,,,,,,,,,,,,https://data.bioontology.org/ontologies/ROCKNROLLTEST
Home Cage Monitoring definition,HCM-D,,,https://bioportal.bioontology.org/ontologies/HCM-D,,,,,,,,,,,,https://data.bioontology.org/ontologies/HCM-D
Vertebrate Breed Ontology,VBO,,,https://bioportal.bioontology.org/ontologies/VBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/VBO
Population and Community Ontology,PCO,,,https://bioportal.bioontology.org/ontologies/PCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PCO
Fitbit Vocabulary,FITBIT,,,https://bioportal.bioontology.org/ontologies/FITBIT,,,,,,,,,,,,https://data.bioontology.org/ontologies/FITBIT
OPTImAL: An ontology for patient adherence modeling in physical activity domain,OPTIMAL,,,https://bioportal.bioontology.org/ontologies/OPTIMAL,,,,,,,,,,,,https://data.bioontology.org/ontologies/OPTIMAL
COVID-19 Ontology,COVID-19,,,https://bioportal.bioontology.org/ontologies/COVID-19,,,,,,,,,,,,https://data.bioontology.org/ontologies/COVID-19
Traditional Chinese Drug Ontology,TCDO,,,https://bioportal.bioontology.org/ontologies/TCDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/TCDO
Ontology of Experimental Variables and Values,OOEVV,,,https://bioportal.bioontology.org/ontologies/OOEVV,,,,,,,,,,,,https://data.bioontology.org/ontologies/OOEVV
Neuroscience Information Framework (NIF) Standard Ontology,NIFSTD,,,https://bioportal.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,https://data.bioontology.org/ontologies/NIFSTD
Artificial Intelligence Rheumatology Consultant System Ontology,AI-RHEUM,,,https://bioportal.bioontology.org/ontologies/AI-RHEUM,,,,,,,,,,,,https://data.bioontology.org/ontologies/AI-RHEUM
The Amphioxus Development and Anatomy Ontology,AMPHX,,,https://bioportal.bioontology.org/ontologies/AMPHX,,,,,,,,,,,,https://data.bioontology.org/ontologies/AMPHX
The COVID-19 Infectious Disease Ontology,IDO-COVID-19,,,https://bioportal.bioontology.org/ontologies/IDO-COVID-19,,,,,,,,,,,,https://data.bioontology.org/ontologies/IDO-COVID-19
Ontology of Risk Stratification in Mental Health,ONTRISCAL,,,https://bioportal.bioontology.org/ontologies/ONTRISCAL,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTRISCAL
BioMedBridges Diabetes Ontology,DIAB,,,https://bioportal.bioontology.org/ontologies/DIAB,,,,,,,,,,,,https://data.bioontology.org/ontologies/DIAB
Databank Family Ontology,DFO,,,https://bioportal.bioontology.org/ontologies/DFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DFO
Brain Region & Cell Type terminology,BRCT,,,https://bioportal.bioontology.org/ontologies/BRCT,,,,,,,,,,,,https://data.bioontology.org/ontologies/BRCT
Clinical Trials Gov Ontology,CTGO,,,https://bioportal.bioontology.org/ontologies/CTGO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CTGO
