title,id,keywords,description,url,Sub classification,owl link,License URL,Estimated Classes,lov_page
HP Ontology,hpont,"['IoT', 'Transport']","The Heat Pump Ontology (HPOnt) aims to formalize and represent all the relevant information of Heat Pumps.

The HPOnt has been developed as part of the REACT project which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 824395.",https://w3id.org/hpont,,,(No license declared),42,https://lov.linkeddata.es/dataset/lov/vocabs/hpont
HRESTS Ontology,hr,['API'],hRESTS is a vocabulary for describing RESTful Web services,http://iserve.kmi.open.ac.uk/ns/hrests,,,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/hr
Human Trafficking Ontology (HTO),hto,['Industry'],"The Haystack Tagging Ontology is an OWL ontology for Project Haystack, a domain vocabulary for Building Automation Systems.",http://vcharpenay.github.io/hto/hto.xml,,https://raw.githubusercontent.com/vcharpenay/hto/master/hto.ttl,(No license declared),32,https://lov.linkeddata.es/dataset/lov/vocabs/hto
HTTP Vocabulary,http,['API'],A namespace for describing HTTP messages (http://www.w3.org/Protocols/rfc2616/rfc2616.html),http://www.w3.org/2011/http,,http://www.ietf.org/rfc/rfc2616.txt,https://www.w3.org/Consortium/Legal/2015/doc-license,28,https://lov.linkeddata.es/dataset/lov/vocabs/http
ThinkHome Weather Ontology,hw,"['Environment', 'IoT']",Smart home ontology for weather phenomena and exterior conditions,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/hw
Hydra Core Vocabulary,hydra,['RDF'],A lightweight vocabulary for hypermedia-driven Web APIs,http://www.w3.org/ns/hydra/core,,,https://www.w3.org/Consortium/Legal/2015/doc-license,55,https://lov.linkeddata.es/dataset/lov/vocabs/hydra
IADOPT Ontology,iadopt,"['Biology', 'Environment']",The I-ADOPT Framework ontology,https://w3id.org/iadopt/ont,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/iadopt
IBIS Ontology,ibis,"['Society', 'People']",This document specifies a vocabulary for describing an IBIS (issue-based information system).,https://privatealpha.com/ontology/ibis/1#,,,(No license declared),42,https://lov.linkeddata.es/dataset/lov/vocabs/ibis
iContact Ontology,ic,['People'],"This ontology provides basic classes and more detailed properties for  representating international street addresses, phone numbers and emails.  Rather than using existing ontologies, such as vcard, it was decided to create a new one as the vcard and foaf ignore the details of international addresses, phone numbers, etc.",http://ontology.eil.utoronto.ca/icontact.owl,,,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/ic
IsCharacterisedBy Ontology,icb,['General & Upper'],The goal of this ontology design pattern is to characterise a subject or group of subjects of interest by assigning qualifiable or quantifiable attributes or characteristics.,https://w3id.org/isCharacterisedBy,,,(No license declared),25,https://lov.linkeddata.es/dataset/lov/vocabs/icb
IDDO Ontology,iddo,"['Catalogs', 'Support']","The interconnected data dictionary ontology maps the data model of the ISO 23386 for the describing, creating, and maintenance of properties in interconnected data dictionaries.",https://w3id.org/iddo,,,(No license declared),32,https://lov.linkeddata.es/dataset/lov/vocabs/iddo
INSEE Demographic Ontology,idemo,['Methods'],"Ontologie des classes et propriétés utilisées pour la démographie, notamment le recensement de la population",http://rdf.insee.fr/def/demo,,,(Government open data),55,https://lov.linkeddata.es/dataset/lov/vocabs/idemo
Identity Ontology,identity,['Security'],v.2.0 based on P3P1.0 Specification http://www.w3.org/TR/P3P/,http://www.identity.org/ontologies/identity.owl,,http://www.ecole.ensicaen.fr/~vincentj/owl/id.owl,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/identity
Industrial Data Space Association Ontology,ids,"['API', 'Catalogs', 'Services', 'Contracts']","This ontology defines classes and properties for describing participants, infrastructure, data and services of the International Data Spaces (formerly known as Industrial Data Space).",https://w3id.org/idsa/core,,,(No license declared),75,https://lov.linkeddata.es/dataset/lov/vocabs/ids
IFC4 ADD1 Ontology,ifc,"['IoT', 'Environment']",OWL ontology for the IFC conceptual data schema and exchange file format for Building Information Model (BIM) data,https://w3id.org/ifc/IFC4_ADD1,,,(No license declared),250,https://lov.linkeddata.es/dataset/lov/vocabs/ifc
INSEE Geographic Ontology,igeo,['Geography'],"Ontologie des objets géographiques de l'INSEE, en particulier des territoires administratifs de la France",http://rdf.insee.fr/def/geo,,,(Government open data),85,https://lov.linkeddata.es/dataset/lov/vocabs/igeo
IGN France Ontology,ignf,['Geography'],Codes for describing coordinates reference systems consistently with ISO TC/211. French translations of terms and definitions are mainly taken from the multilingual glossary of ISO/TC 211 available online: http://www.isotc211.org/Terminology.htm,http://data.ign.fr/def/ignf,,http://data.ign.fr/def/ignf,(Government open data),65,https://lov.linkeddata.es/dataset/lov/vocabs/ignf
IMGpedia Ontology,imo,['Image'],La Ontologia de IMGpedia provee terminos para referirse a descriptores visuales y relaciones de similitud entre imagenes,http://imgpedia.dcc.uchile.cl/ontology,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/imo
RESC Incident Ontology,incident,['Methods'],"Vocabulary to describe the response to a incident by emergency services.
This is NOT intended to describe the incident itself, it describes the response",http://vocab.resc.info/incident,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/incident
Information Realization Ontology,infor,['Support'],"Allows designers to model information objects and their realizations. This allows to reason about physical objects and the information they realize, by keeping them distinguished.",http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl,,,https://creativecommons.org/licenses/by/3.0/,32,https://lov.linkeddata.es/dataset/lov/vocabs/infor
Innovation Ontology,inno,['Industry'],One key use case for this ontology is to facilitate the matching of needs and innovations.,http://purl.org/innovation/ns,,http://www.lexicater.co.uk/vocabularies/innovation/ns.owl,(No license declared),42,https://lov.linkeddata.es/dataset/lov/vocabs/inno
UK Reference Data Intervals Ontology,interval,['Time'],An ontology for time intervals,http://reference.data.gov.uk/def/intervals,,,(Government open data),28,https://lov.linkeddata.es/dataset/lov/vocabs/interval
LSO Ontology (Beta),intro,"['Metadata', 'FRBR']","INTRO is an ontology for the fields of literary studies, art studies and intermediality studies for the representation of intertextual, interpictorial, and intermedial relations. It enables the presentation and categorization of diverse features of both textual and pictorial origin and their linking. Its subject area includes the scholarly discourse on these texts/images, interrelations, and features, insofar as research results are also understood as texts with features and relations.",https://w3id.org/lso/intro/beta202408,,,(No license declared),35,https://lov.linkeddata.es/dataset/lov/vocabs/intro
IOC Ontology,ioc,"['Methods', 'Industry']","The Internet of Construction Ontology (IoC) construction process ontology is intended to represent a comprehensive solution of how processes in the construction industry can be modelled. Due to the iterative nature of creating an ontology, the construction process ontology presented here can at best be considered a working state at the time of publication. Our approach emphasizes the simplest and most comprehensive mapping possible, which is only extended based on insights from practical use when otherwise compelling limitations in usability and applicability arise. Thus, the extension and refinement of the developed construction process ontology strongly depends on the integration of further areas of the construction value chain and the connection of further domain ontologies.",http://w3id.org/ioc,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/ioc
DUL IOLite Ontology,iol,['General & Upper'],"An ontology of information objects, encodings and realizations, as a plugin to DOLCE-Ultralite",http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl,,,https://creativecommons.org/licenses/by/3.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/iol
Fiware IoT Lite Ontology,iot-lite,"['Environment', 'IoT']",iot-lite is a lightweight ontology based on SSN to describe Internet of Things (IoT) concepts and relationships.,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/iot-lite
IoT-O Ontology,ioto,"['Services', 'IoT']","IoT-O is a core domain Internet of Things ontology. It is intended to model horizontal knowledge about IoT systems and applications, and to be extended with vertical, application specific knowledge.
It is constituted of different modules : 
 - A sensing module, based on W3C's SSN (http://purl.oclc.org/NET/ssnx/ssn)
 - An acting module, based on SAN (http://www.irit.fr/recherches/MELODI/ontologies/SAN)
 - A service module, based on MSM (http://iserve.kmi.open.ac.uk/ns/msm/msm-2014-09-03.rdf) and hRest (http://www.wsmo.org/ns/hrests)
 - A lifecycle module, based on a lifecycle vocabulary (http://vocab.org/lifecycle/schema-20080603.rdf) and an iot-specific extension (http://www.irit.fr/recherches/MELODI/ontologies/IoT-Lifecycle)
 - An energy module, based on powerOnt (ttp://elite.polito.it/ontologies/poweront.owl)

IoT-O developping team also contributes to the oneM2M IoT interoperability standard.",http://www.irit.fr/recherches/MELODI/ontologies/IoT-O,,,(No license declared),75,https://lov.linkeddata.es/dataset/lov/vocabs/ioto
IoT Taxonomy Lite Ontology,iottaxolite,['IoT'],The IoT-Taxonomy-lite is adapted from M3-lite taxonomy. This taxonomy is refactored and defines many other concepts such as subclasses of Feature-of-Interest and Quality-of-Observation.,http://purl.org/iot/vocab/iot-taxonomy-lite#,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/iottaxolite
IPO Core Ontology,ipo,['Methods'],"Vocabulary for describing issues (or problems) and corresponding symptoms and solutions to a broad variety of contexts. It is intended to provide a generic, reusable core ontology that can be extended or specialized for use in domain-specific situations, aimed at supporting linked data publishing. The solutions are represented by procedures, which are possible workflows for solving corresponding issues.",http://purl.org/ipo/core,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/ipo
IRAO Ontology,irao,"['API', 'Catalogs']","Informatics Research Artifacts Ontology, described using W3C RDF Schema and the Web Ontology Language OWL.",http://ontology.ethereal.cz/irao,,,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/irao
IRW Ontology,irw,['Quality'],"This ontology is an evolution of IRE ontology. It describes identification of resources on the Web, through the definition of relationships between resources and their representations on the Web. The requirement is to describe what can be identified by URIs and how this is handled e.g. in form of HTTP requests and reponds.",http://www.ontologydesignpatterns.org/ont/web/irw.owl,,,https://creativecommons.org/licenses/by/3.0/,32,https://lov.linkeddata.es/dataset/lov/vocabs/irw
IS Core Ontology,is,['Services'],"The Information Service Ontology specification provides basic concepts and properties for describing different information services, e.g. Wikipedia, MusicBrainz, Freebase",http://purl.org/ontology/is/core#,,,(No license declared),42,https://lov.linkeddata.es/dataset/lov/vocabs/is
